Iteration,Fitness,Paths
0,-4,0
1,-3,0
2,-4,0
3,-4,0
4,-4,0
5,-5,0
7,-5,0
8,-5,0
9,-5,0
10,-3,0
11,-3,0
12,-3,0
14,-3,0
15,-6,0
16,-7,0
17,-7,0
18,-6,0
19,-5,0
20,-4,0
21,-4,0
22,-5,0
24,-5,0
25,-5,0
27,-6,0
29,-7,0
30,-7,0
31,-8,0
32,-8,0
33,-8,0
34,-8,0
35,-6,0
36,-6,0
37,-6,0
38,-5,0
39,-4,0
40,-3,0
42,-3,0
43,-4,0
44,-6,0
45,-6,0
47,-6,0
50,-6,0
51,-6,0
52,-8,0
53,-9,0
54,-9,0
55,-9,0
56,-8,0
57,-6,0
58,-6,0
59,-6,0
61,-6,0
62,-7,0
63,-8,0
64,-8,0
65,-8,0
66,-7,0
67,-7,0
69,-7,0
71,-7,0
72,-7,0
74,-8,0
75,-7,0
77,-7,0
78,-7,0
79,-9,0
80,-9,0
81,-8,0
82,-6,0
83,-6,0
84,-6,0
85,-4,0
86,-6,0
87,-6,0
89,-6,0
90,-4,0
91,-6,0
92,-7,0
93,-7,0
94,-7,0
96,-6,0
97,-7,0
98,-8,0
100,-6,0
101,-6,0
102,-8,0
103,-6,0
104,-6,0
106,-4,0
108,-4,0
109,-4,0
111,-3,0
112,-3,0
113,-3,0
114,-2,0
116,-2,0
118,-3,0
122,-2,0
123,-2,0
124,-2,0
127,-2,0
128,0,0
129,-1,0
132,-1,0
133,-1,0
134,-1,0
136,-1,0
137,-1,0
138,-2,0
139,-2,0
140,-1,0
143,-1,0
151,-1,0
156,-1,0
158,-2,0
159,-1,0
161,-1,0
162,-1,0
165,-1,0
166,-1,0
167,-1,0
169,0,0
173,0,0
174,0,0
175,0,0
176,0,0
177,0,0
179,-1,0
180,-1,0
182,-1,0
183,-1,0
186,-1,0
188,-1,0
189,-1,0
191,-1,0
195,0,0
196,0,0
198,0,0
200,0,0
202,0,0
203,-1,0
206,-1,0
207,-1,0
210,-1,0
213,-1,0
218,-1,0
219,-1,0
221,-1,0
222,-2,0
225,-3,0
226,-3,0
227,-4,0
228,-4,0
229,-3,0
231,-3,0
232,-3,0
238,-3,0
240,-3,0
241,-3,0
243,-3,0
244,-3,0
245,-2,0
246,-1,0
251,-1,0
252,-2,0
254,-2,0
256,-2,0
259,-2,0
263,-2,0
264,-2,0
266,-3,0
267,-4,0
268,-3,0
269,-3,0
274,-3,0
275,-1,0
276,-1,0
278,-1,0
280,-2,0
281,-1,0
282,-1,0
284,-1,0
286,0,0
287,0,0
291,-1,0
295,-1,0
296,-1,0
298,-1,0
299,-1,0
306,-1,0
310,-1,0
311,-1,0
314,-1,0
316,-1,0
319,-1,0
321,-2,0
322,-2,0
324,-2,0
328,-2,0
329,-1,0
335,-1,0
336,-1,0
338,-1,0
339,-1,0
340,-1,0
341,-1,0
348,-1,0
349,-1,0
353,-1,0
354,-1,0
356,-1,0
362,-1,0
365,-1,0
376,-1,0
377,-1,0
378,-1,0
381,-1,0
383,-1,0
387,-1,0
389,-1,0
390,0,0
393,0,0
395,0,0
399,0,0
401,0,0
402,0,0
404,0,0
405,0,0
406,0,0
411,0,0
413,0,0
414,0,0
416,0,0
418,0,0
419,0,0
424,0,0
425,0,0
429,0,0
431,0,0
434,0,0
441,0,0
448,0,0
451,0,0
453,0,0
457,0,0
460,0,0
461,0,0
469,0,0
472,0,0
474,0,0
475,0,0
478,0,0
480,0,0
481,0,0
494,0,0
496,0,0
497,0,0
504,0,0
507,0,0
511,0,0
512,0,0
515,0,0
516,0,0
517,0,0
523,0,0
527,0,0
528,0,0
534,0,0
540,0,0
542,0,0
549,0,0
552,0,0
555,0,0
557,0,0
566,0,0
568,0,0
583,0,0
584,0,0
587,0,0
590,0,0
592,0,0
593,0,0
596,0,0
597,0,0
601,0,0
602,0,0
604,0,0
609,0,0
610,0,0
612,0,0
613,0,0
614,0,0
615,0,0
616,0,0
617,0,0
629,0,0
632,0,0
633,0,0
637,0,0
638,0,0
645,0,0
647,0,0
650,0,0
659,0,0
660,0,0
661,0,0
666,0,0
670,0,0
674,0,0
676,0,0
678,0,0
679,0,0
681,0,0
684,0,0
685,0,0
686,0,0
690,0,0
694,0,0
700,0,0
703,0,0
708,0,0
712,0,0
716,0,0
718,0,0
720,0,0
721,0,0
722,0,0
725,0,0
729,0,0
730,0,0
731,0,0
732,0,0
733,0,0
735,0,0
741,0,0
743,0,0
747,0,0
748,0,0
749,0,0
751,0,0
752,0,0
755,0,0
756,0,0
759,0,0
760,0,0
763,0,0
765,0,0
770,0,0
771,0,0
773,0,0
777,0,0
778,0,0
783,0,0
784,0,0
785,0,0
786,0,0
789,0,0
791,0,0
793,0,0
794,0,0
798,0,0
799,0,0
800,0,0
801,0,0
803,0,0
804,0,0
807,0,0
808,0,0
811,0,0
818,0,0
819,0,0
822,0,0
824,0,0
826,0,0
827,0,0
829,0,0
830,0,0
831,0,0
834,0,0
836,0,0
837,0,0
838,0,0
839,0,0
840,0,0
841,0,0
842,0,0
843,0,0
844,0,0
847,0,0
848,0,0
849,0,0
850,0,0
851,0,0
852,0,0
854,0,0
856,0,0
857,0,0
858,0,0
859,0,0
861,0,0
862,0,0
863,0,0
864,0,0
865,0,0
866,0,0
867,0,0
868,0,0
870,0,0
872,0,0
877,0,0
879,0,0
880,0,0
882,0,0
885,0,0
886,0,0
887,0,0
888,0,0
889,0,0
890,0,0
894,0,0
897,0,0
903,0,0
905,0,0
906,0,0
910,0,0
911,0,0
912,0,0
913,0,0
914,0,0
917,0,0
918,0,0
920,0,0
923,0,0
925,0,0
927,0,0
928,0,0
931,0,0
933,0,0
941,0,0
942,0,0
945,0,0
947,0,0
949,0,0
950,0,0
953,0,0
955,0,0
956,0,0
958,0,0
964,0,0
965,0,0
966,0,0
967,0,0
968,0,0
969,0,0
970,0,0
973,0,0
974,0,0
976,0,0
977,0,0
982,0,0
984,0,0
986,0,0
988,0,0
989,0,0
991,0,0
993,0,0
997,0,0
998,0,0
999,0,0
