Iteration,Fitness,Paths
0,-12,0
1,-11,0
2,-11,0
3,-11,0
4,-10,0
5,-11,0
6,-10,0
7,-10,0
8,-10,0
9,-10,0
10,-10,0
12,-10,0
13,-10,0
14,-10,0
15,-10,0
16,-10,0
17,-10,0
19,-8,0
20,-7,0
21,-7,0
22,-8,0
23,-9,0
24,-9,0
25,-9,0
26,-8,0
27,-8,0
28,-8,0
29,-9,0
30,-11,0
31,-10,0
32,-10,0
33,-10,0
34,-10,0
35,-10,0
37,-10,0
40,-11,0
41,-11,0
42,-12,0
43,-13,0
44,-13,0
45,-13,0
46,-12,0
47,-11,0
48,-12,0
49,-12,0
50,-10,0
53,-10,0
54,-9,0
55,-10,0
56,-10,0
57,-8,0
60,-8,0
61,-10,0
63,-10,0
64,-9,0
65,-9,0
66,-7,0
68,-7,0
70,-6,0
72,-4,0
74,-4,0
75,-4,0
84,-5,0
85,-5,0
87,-7,0
88,-6,0
90,-6,0
91,-6,0
92,-6,0
93,-7,0
94,-6,0
95,-6,0
96,-6,0
97,-6,0
100,-6,0
101,-6,0
102,-7,0
105,-5,0
106,-5,0
107,-4,0
108,-6,0
109,-6,0
110,-7,0
111,-7,0
113,-3,0
114,-3,0
115,-3,0
117,-3,0
118,-3,0
120,-2,0
123,-2,0
124,-2,0
126,-2,0
128,-2,0
133,-3,0
134,-3,0
135,-4,0
136,-4,0
137,-4,0
138,-4,0
142,-4,0
143,-4,0
144,-5,0
145,-5,0
146,-6,0
147,-6,0
148,-6,0
150,-5,0
152,-5,0
153,-5,0
154,-5,0
155,-5,0
156,-5,0
157,-4,0
158,-4,0
159,-4,0
161,-3,0
162,-3,0
163,-3,0
165,-3,0
166,-3,0
167,-3,0
168,-3,0
169,-3,0
170,-3,0
171,-3,0
172,-3,0
173,-3,0
174,-3,0
175,-3,0
177,-3,0
178,-2,0
179,-2,0
180,-2,0
181,-2,0
182,-2,0
184,-2,0
185,-2,0
186,-2,0
187,-2,0
189,-2,0
190,-2,0
191,-2,0
192,-2,0
193,-1,0
194,-2,0
195,-2,0
196,-2,0
199,-2,0
200,-2,0
201,-2,0
202,-2,0
203,-1,0
204,-1,0
205,-1,0
206,-1,0
208,-1,0
209,-1,0
210,0,0
213,0,0
214,0,0
215,-1,0
216,0,0
217,0,0
223,0,0
224,0,0
225,0,0
226,0,0
228,0,0
229,0,0
230,0,0
231,0,0
233,0,0
235,-1,0
239,-1,0
241,-1,0
243,-1,0
245,-1,0
246,-1,0
247,-1,0
248,-1,0
250,-1,0
251,-1,0
252,-1,0
253,-1,0
255,-1,0
256,0,0
257,0,0
259,0,0
261,0,0
262,0,0
263,0,0
268,0,0
269,0,0
270,0,0
271,-1,0
272,-1,0
275,-1,0
276,-1,0
277,-1,0
278,-1,0
