Iteration,Fitness,Paths
0,-18,0
1,-18,0
2,-18,0
3,-18,0
4,-20,0
5,-20,0
6,-20,0
8,-18,0
9,-18,0
10,-19,0
11,-18,0
12,-17,0
13,-15,0
14,-15,0
15,-14,0
17,-15,0
19,-17,0
20,-18,0
23,-18,0
24,-18,0
25,-19,0
26,-17,0
27,-17,0
29,-17,0
30,-17,0
32,-18,0
33,-16,0
34,-16,0
35,-16,0
36,-15,0
37,-18,0
39,-18,0
40,-17,0
41,-16,0
43,-16,0
44,-15,0
45,-15,0
47,-14,0
48,-12,0
50,-12,0
52,-12,0
54,-12,0
55,-13,0
56,-15,0
58,-15,0
59,-14,0
60,-14,0
61,-12,0
63,-14,0
64,-15,0
65,-16,0
66,-17,0
68,-17,0
69,-16,0
70,-16,0
71,-15,0
73,-15,0
74,-15,0
75,-14,0
76,-14,0
77,-14,0
81,-15,0
82,-16,0
83,-17,0
85,-17,0
86,-17,0
87,-19,0
88,-18,0
89,-17,0
91,-18,0
92,-19,0
93,-21,0
94,-22,0
95,-20,0
96,-20,0
98,-19,0
100,-19,0
101,-19,0
102,-19,0
103,-20,0
104,-20,0
105,-19,0
106,-19,0
109,-20,0
110,-19,0
111,-17,0
112,-15,0
114,-15,0
115,-15,0
116,-16,0
117,-16,0
118,-17,0
119,-17,0
120,-17,0
121,-17,0
122,-17,0
123,-17,0
124,-17,0
125,-17,0
126,-17,0
127,-17,0
128,-17,0
129,-17,0
132,-17,0
133,-17,0
134,-17,0
135,-17,0
136,-17,0
137,-17,0
138,-15,0
139,-16,0
140,-18,0
141,-17,0
142,-17,0
143,-17,0
144,-17,0
145,-17,0
147,-17,0
148,-17,0
149,-19,0
150,-18,0
151,-19,0
152,-18,0
153,-17,0
157,-16,0
158,-16,0
160,-16,0
161,-16,0
162,-15,0
163,-15,0
165,-15,0
168,-15,0
170,-16,0
172,-15,0
173,-15,0
175,-15,0
176,-15,0
178,-15,0
181,-16,0
182,-16,0
184,-16,0
187,-16,0
188,-17,0
189,-17,0
190,-17,0
191,-16,0
192,-16,0
195,-15,0
197,-15,0
198,-15,0
200,-15,0
202,-15,0
203,-13,0
205,-12,0
206,-11,0
209,-11,0
210,-11,0
211,-11,0
214,-11,0
215,-11,0
216,-11,0
217,-11,0
219,-11,0
221,-12,0
222,-12,0
223,-12,0
224,-12,0
225,-11,0
226,-11,0
230,-11,0
231,-11,0
236,-11,0
238,-11,0
239,-11,0
241,-11,0
245,-11,0
246,-11,0
253,-12,0
259,-12,0
262,-11,0
263,-11,0
267,-11,0
268,-11,0
271,-9,0
273,-9,0
276,-8,0
277,-8,0
278,-7,0
279,-7,0
281,-8,0
282,-9,0
283,-8,0
288,-8,0
292,-9,0
294,-10,0
300,-10,0
301,-10,0
303,-9,0
305,-9,0
312,-9,0
314,-9,0
321,-9,0
322,-9,0
323,-9,0
324,-9,0
328,-9,0
332,-9,0
334,-8,0
336,-8,0
351,-8,0
353,-8,0
354,-9,0
355,-9,0
357,-9,0
363,-9,0
367,-9,0
369,-9,0
373,-9,0
377,-9,0
380,-9,0
381,-9,0
388,-9,0
393,-9,0
396,-10,0
398,-9,0
399,-9,0
401,-9,0
403,-9,0
404,-8,0
411,-8,0
414,-8,0
415,-8,0
419,-8,0
422,-8,0
428,-8,0
429,-8,0
431,-9,0
432,-9,0
434,-9,0
436,-9,0
439,-9,0
440,-9,0
441,-9,0
447,-9,0
449,-8,0
450,-8,0
451,-8,0
453,-7,0
460,-7,0
466,-7,0
469,-6,0
471,-6,0
476,-6,0
480,-6,0
487,-6,0
489,-6,0
491,-6,0
493,-5,0
494,-5,0
498,-5,0
499,-5,0
509,-5,0
512,-5,0
513,-5,0
516,-5,0
517,-5,0
518,-5,0
524,-5,0
525,-5,0
529,-5,0
535,-5,0
539,-5,0
548,-5,0
550,-5,0
553,-4,0
558,-4,0
560,-4,0
561,-4,0
570,-4,0
573,-4,0
581,-4,0
584,-4,0
586,-4,0
587,-3,0
593,-3,0
594,-3,0
595,-3,0
599,-3,0
601,-3,0
610,-3,0
615,-3,0
624,-3,0
626,-3,0
632,-3,0
637,-3,0
638,-3,0
639,-3,0
643,-2,0
644,-2,0
651,-2,0
654,-2,0
655,-2,0
658,-2,0
660,-2,0
688,-2,0
696,-2,0
706,-2,0
709,-2,0
712,-2,0
715,-2,0
723,-2,0
724,-2,0
729,-2,0
740,-2,0
744,-2,0
745,-2,0
751,-2,0
755,-2,0
758,-2,0
759,-2,0
761,-2,0
764,-2,0
767,-2,0
775,-2,0
782,-2,0
785,-2,0
786,-2,0
789,-2,0
793,-2,0
798,-2,0
803,-2,0
804,-2,0
805,-2,0
806,-2,0
817,-2,0
824,-2,0
831,-2,0
837,-2,0
850,-2,0
871,-2,0
878,-2,0
887,-2,0
892,-2,0
909,-2,0
914,-2,0
924,-2,0
965,-1,0
988,-1,0
995,-1,0
