Iteration,Fitness,Paths
0,-25,0
1,-26,0
2,-24,0
3,-25,0
4,-25,0
5,-24,0
6,-24,0
8,-23,0
9,-22,0
10,-23,0
11,-24,0
13,-23,0
14,-23,0
15,-23,0
16,-23,0
18,-22,0
19,-21,0
20,-21,0
22,-22,0
23,-23,0
25,-23,0
26,-25,0
27,-25,0
28,-25,0
29,-25,0
30,-26,0
32,-27,0
33,-28,0
34,-28,0
35,-28,0
36,-27,0
37,-27,0
38,-27,0
39,-30,0
40,-29,0
41,-30,0
42,-29,0
44,-28,0
45,-28,0
46,-27,0
47,-25,0
48,-24,0
49,-23,0
50,-24,0
51,-26,0
52,-26,0
54,-26,0
56,-26,0
57,-26,0
58,-25,0
59,-26,0
60,-26,0
61,-25,0
62,-26,0
63,-26,0
65,-26,0
66,-26,0
67,-26,0
68,-26,0
69,-26,0
70,-26,0
71,-26,0
72,-26,0
73,-26,0
74,-25,0
75,-24,0
76,-24,0
77,-25,0
78,-25,0
79,-25,0
80,-26,0
84,-26,0
86,-24,0
87,-22,0
88,-21,0
89,-20,0
90,-21,0
91,-20,0
93,-20,0
99,-19,0
101,-19,0
103,-18,0
105,-19,0
106,-20,0
109,-20,0
112,-19,0
113,-19,0
115,-19,0
116,-19,0
117,-20,0
118,-20,0
119,-19,0
120,-18,0
121,-19,0
123,-19,0
126,-19,0
127,-19,0
128,-19,0
130,-19,0
131,-19,0
134,-20,0
135,-19,0
136,-20,0
137,-20,0
138,-19,0
139,-19,0
140,-19,0
141,-20,0
142,-21,0
143,-20,0
148,-20,0
149,-21,0
150,-21,0
151,-22,0
152,-23,0
155,-23,0
156,-23,0
158,-23,0
159,-24,0
160,-23,0
161,-23,0
162,-23,0
163,-22,0
164,-23,0
165,-23,0
166,-23,0
168,-21,0
169,-21,0
170,-21,0
173,-21,0
174,-20,0
180,-19,0
181,-20,0
185,-20,0
190,-19,0
193,-19,0
196,-19,0
198,-19,0
202,-19,0
204,-19,0
206,-18,0
212,-16,0
213,-17,0
214,-17,0
215,-18,0
216,-19,0
217,-19,0
218,-19,0
219,-19,0
220,-18,0
222,-18,0
223,-18,0
224,-18,0
225,-18,0
226,-18,0
228,-17,0
229,-17,0
230,-16,0
233,-16,0
235,-15,0
236,-15,0
238,-15,0
239,-15,0
240,-14,0
241,-13,0
242,-13,0
243,-13,0
247,-13,0
251,-13,0
256,-14,0
257,-14,0
259,-13,0
264,-11,0
265,-11,0
270,-11,0
274,-9,0
276,-11,0
277,-12,0
279,-12,0
280,-12,0
284,-12,0
286,-13,0
287,-12,0
290,-12,0
291,-11,0
292,-11,0
293,-11,0
295,-11,0
296,-11,0
297,-9,0
300,-9,0
301,-9,0
302,-9,0
305,-9,0
308,-9,0
310,-8,0
312,-8,0
313,-7,0
317,-7,0
318,-6,0
320,-6,0
321,-5,0
325,-5,0
331,-5,0
333,-5,0
334,-6,0
336,-6,0
339,-6,0
340,-7,0
345,-8,0
346,-8,0
348,-8,0
351,-8,0
352,-8,0
353,-8,0
354,-8,0
357,-8,0
360,-9,0
361,-9,0
362,-8,0
363,-8,0
367,-8,0
370,-8,0
372,-7,0
376,-7,0
378,-7,0
380,-7,0
392,-7,0
393,-7,0
394,-7,0
401,-7,0
402,-7,0
403,-7,0
405,-7,0
407,-7,0
408,-7,0
412,-6,0
413,-6,0
417,-6,0
418,-6,0
422,-5,0
429,-5,0
433,-5,0
436,-5,0
449,-5,0
452,-4,0
453,-4,0
459,-4,0
468,-4,0
470,-5,0
473,-5,0
475,-4,0
492,-4,0
493,-4,0
499,-4,0
503,-4,0
511,-5,0
519,-6,0
523,-6,0
524,-6,0
526,-5,0
528,-5,0
530,-5,0
531,-5,0
543,-5,0
544,-5,0
547,-5,0
550,-5,0
551,-5,0
562,-5,0
573,-5,0
574,-5,0
576,-4,0
578,-4,0
584,-4,0
592,-4,0
594,-4,0
605,-4,0
616,-4,0
622,-4,0
638,-4,0
641,-4,0
664,-4,0
667,-4,0
675,-4,0
684,-4,0
699,-4,0
723,-4,0
728,-4,0
729,-4,0
736,-4,0
737,-4,0
739,-4,0
747,-4,0
748,-4,0
762,-4,0
764,-4,0
765,-4,0
766,-4,0
767,-4,0
772,-4,0
778,-4,0
779,-4,0
782,-4,0
786,-4,0
787,-4,0
791,-4,0
796,-4,0
805,-4,0
808,-4,0
811,-4,0
822,-4,0
824,-4,0
829,-4,0
831,-4,0
837,-4,0
860,-4,0
861,-4,0
880,-4,0
891,-4,0
892,-4,0
893,-4,0
899,-4,0
913,-4,0
934,-4,0
938,-4,0
941,-4,0
945,-4,0
946,-4,0
947,-4,0
950,-4,0
954,-4,0
955,-4,0
958,-4,0
960,-4,0
961,-4,0
962,-4,0
967,-4,0
970,-4,0
972,-4,0
987,-4,0
999,-4,0
