Iteration,Fitness,Paths
0,-5,0
1,-6,0
2,-5,0
3,-4,0
5,-4,0
7,-4,0
8,-3,0
11,-4,0
12,-3,0
13,-2,0
14,0,0
15,0,0
16,0,0
17,0,0
18,-1,0
20,-2,0
23,-2,0
24,-2,0
27,-2,0
30,-1,0
32,-2,0
34,-2,0
35,-1,0
36,-1,0
38,-1,0
39,-1,0
40,-1,0
42,-1,0
43,-2,0
44,-2,0
45,-2,0
46,-2,0
47,-2,0
51,-2,0
52,-2,0
53,-2,0
54,-3,0
55,-3,0
56,-3,0
58,-2,0
59,-1,0
60,-1,0
62,0,0
63,-1,0
65,-1,0
66,-1,0
68,-2,0
69,-3,0
71,-3,0
72,-3,0
73,-3,0
74,-3,0
75,-2,0
76,-2,0
78,-2,0
79,-2,0
80,-2,0
82,-1,0
83,-1,0
84,-1,0
85,-2,0
86,-1,0
89,-1,0
91,-1,0
92,-3,0
93,-4,0
94,-3,0
95,-2,0
96,-2,0
97,-2,0
98,-2,0
99,-1,0
100,-2,0
101,-3,0
102,-3,0
103,-4,0
104,-4,0
106,-4,0
107,-4,0
108,-4,0
109,-4,0
110,-4,0
111,-4,0
112,-4,0
114,-4,0
115,-3,0
116,-3,0
117,-3,0
119,-4,0
120,-4,0
121,-3,0
123,-2,0
125,-2,0
127,-2,0
128,-2,0
130,-2,0
132,-2,0
133,-2,0
134,-2,0
135,-2,0
136,-2,0
137,-3,0
138,-3,0
139,-3,0
140,-3,0
141,-3,0
142,-3,0
143,-3,0
144,-2,0
146,-1,0
147,-1,0
151,-1,0
152,-1,0
154,-1,0
155,-1,0
156,-1,0
157,-1,0
160,-1,0
161,-1,0
163,-1,0
166,-2,0
168,-2,0
169,-2,0
170,-2,0
171,-2,0
172,-2,0
173,-1,0
175,-1,0
176,-2,0
177,-3,0
178,-3,0
179,-3,0
181,-2,0
182,-2,0
184,-3,0
185,-3,0
186,-3,0
188,-4,0
190,-3,0
192,-3,0
193,-3,0
194,-3,0
195,-3,0
197,-3,0
199,-3,0
202,-3,0
203,-2,0
204,-2,0
205,-2,0
209,-2,0
210,-1,0
211,-1,0
213,-1,0
214,-2,0
215,-2,0
216,-2,0
218,-1,0
219,-1,0
221,-1,0
222,-1,0
223,-1,0
226,0,0
227,0,0
228,0,0
232,0,0
234,0,0
235,0,0
236,0,0
237,0,0
238,0,0
239,-1,0
240,-1,0
243,-2,0
245,-3,0
246,-2,0
248,-2,0
250,-2,0
251,-2,0
252,-2,0
253,-2,0
255,-1,0
256,-1,0
257,-1,0
259,-1,0
261,-1,0
263,0,0
265,0,0
267,0,0
268,-1,0
269,-1,0
270,-1,0
271,-1,0
272,-1,0
273,-1,0
275,-1,0
276,-1,0
277,-1,0
279,-1,0
281,-1,0
282,-1,0
284,-1,0
285,-1,0
287,-1,0
289,-2,0
291,-2,0
292,-1,0
294,0,0
302,0,0
308,0,0
309,0,0
314,-1,0
315,-1,0
317,0,0
320,0,0
328,-1,0
329,-1,0
331,-1,0
333,-1,0
334,0,0
339,0,0
341,0,0
346,0,0
350,0,0
351,0,0
352,0,0
354,0,0
355,0,0
356,0,0
359,0,0
366,0,0
367,0,0
369,0,0
371,0,0
373,0,0
377,0,0
381,0,0
382,0,0
383,0,0
385,0,0
386,0,0
388,0,0
389,0,0
392,0,0
394,0,0
395,0,0
400,0,0
401,0,0
412,0,0
419,-1,0
422,0,0
426,0,0
428,0,0
429,0,0
430,0,0
431,0,0
432,0,0
433,0,0
435,0,0
437,0,0
443,0,0
448,0,0
450,0,0
451,0,0
453,0,0
463,0,0
469,0,0
484,0,0
494,0,0
497,0,0
498,0,0
499,0,0
503,0,0
504,0,0
505,0,0
508,0,0
511,0,0
519,0,0
520,0,0
530,0,0
537,0,0
539,0,0
542,0,0
543,0,0
544,0,0
549,0,0
550,0,0
551,0,0
554,0,0
555,0,0
556,0,0
561,0,0
