Iteration,Fitness,Paths
0,-10,0
1,-10,0
2,-10,0
3,-10,0
4,-10,0
5,-10,0
6,-10,0
7,-9,0
9,-9,0
10,-9,0
11,-9,0
12,-9,0
13,-7,0
14,-9,0
15,-9,0
16,-8,0
17,-6,0
18,-6,0
19,-6,0
22,-8,0
23,-8,0
24,-8,0
25,-8,0
26,-8,0
28,-8,0
31,-7,0
33,-7,0
34,-7,0
35,-6,0
36,-6,0
37,-5,0
38,-6,0
39,-7,0
41,-6,0
42,-5,0
43,-5,0
44,-5,0
47,-5,0
48,-5,0
50,-6,0
51,-6,0
53,-5,0
54,-5,0
56,-5,0
57,-5,0
58,-6,0
59,-6,0
60,-6,0
62,-6,0
64,-6,0
65,-6,0
66,-6,0
68,-6,0
71,-6,0
72,-6,0
73,-7,0
74,-6,0
75,-6,0
77,-6,0
78,-6,0
79,-4,0
80,-4,0
82,-4,0
84,-5,0
85,-3,0
86,-4,0
87,-4,0
88,-4,0
89,-3,0
90,-3,0
91,-3,0
92,-4,0
93,-4,0
94,-5,0
95,-4,0
96,-3,0
98,-3,0
100,-3,0
101,-4,0
102,-4,0
103,-4,0
104,-4,0
105,-3,0
106,-3,0
107,-3,0
108,-3,0
109,-3,0
110,-3,0
111,-3,0
112,-3,0
113,-3,0
114,-3,0
115,-3,0
116,-3,0
117,-3,0
118,-3,0
119,-3,0
120,-3,0
121,-3,0
122,-3,0
123,-3,0
124,-2,0
125,-2,0
127,-2,0
128,-2,0
129,-2,0
130,-2,0
131,-2,0
132,-2,0
133,-2,0
134,-2,0
135,-2,0
136,-2,0
137,-2,0
138,-3,0
140,-3,0
141,-3,0
142,-3,0
144,-3,0
145,-2,0
146,-2,0
147,-2,0
148,-2,0
149,-2,0
150,-2,0
151,-1,0
152,-1,0
153,-1,0
154,-1,0
155,-1,0
156,-1,0
157,-1,0
158,-2,0
160,-2,0
161,-4,0
162,-4,0
163,-4,0
164,-4,0
165,-2,0
166,-2,0
167,-2,0
168,-2,0
169,-2,0
170,-2,0
171,-2,0
172,-2,0
173,-2,0
174,-2,0
175,-2,0
176,-2,0
177,-2,0
178,-2,0
180,-2,0
181,-2,0
182,-2,0
183,-2,0
184,-2,0
185,-2,0
186,-2,0
187,-2,0
188,-2,0
189,-2,0
192,-2,0
193,-2,0
195,-2,0
196,-2,0
197,-2,0
199,-2,0
200,-2,0
201,-2,0
202,-2,0
203,-3,0
204,-3,0
205,-3,0
206,-3,0
207,-3,0
208,-3,0
209,-3,0
210,-3,0
211,-3,0
212,-3,0
213,-3,0
214,-2,0
215,-2,0
216,-2,0
217,-2,0
218,-2,0
219,-2,0
220,-2,0
221,-2,0
222,-2,0
223,-1,0
224,-1,0
225,-1,0
226,-1,0
227,-1,0
228,-1,0
229,-1,0
230,-1,0
231,-1,0
233,-1,0
234,-1,0
235,-1,0
236,-1,0
237,-1,0
238,-1,0
239,-1,0
241,-1,0
242,-1,0
243,-1,0
244,-1,0
246,-1,0
247,0,0
248,0,0
249,-1,0
250,-1,0
251,-1,0
252,-1,0
253,-1,0
254,-1,0
255,-1,0
256,-1,0
257,-1,0
260,-1,0
261,-1,0
262,-1,0
263,-1,0
264,-1,0
265,-1,0
266,-1,0
267,-1,0
268,-1,0
269,-1,0
272,-1,0
273,-1,0
274,-1,0
276,-1,0
278,-1,0
279,-1,0
280,-1,0
281,-1,0
282,-1,0
284,-1,0
285,-1,0
286,-1,0
287,-1,0
288,-1,0
290,-1,0
291,-1,0
292,-1,0
293,-1,0
296,-1,0
298,-1,0
299,-1,0
300,-1,0
301,-2,0
302,-2,0
304,-2,0
306,-2,0
307,-2,0
308,-3,0
309,-3,0
310,-2,0
311,-2,0
312,-2,0
313,-2,0
314,-2,0
315,-1,0
316,-1,0
317,-1,0
318,-1,0
320,-1,0
321,-1,0
322,-1,0
323,-1,0
325,-1,0
327,-1,0
328,-1,0
329,-1,0
332,-1,0
333,-1,0
334,-1,0
335,-1,0
336,-1,0
337,-1,0
339,-1,0
341,-1,0
342,-1,0
343,-1,0
344,-1,0
345,-1,0
347,-1,0
348,-1,0
349,0,0
350,0,0
351,0,0
352,0,0
353,0,0
354,0,0
355,0,0
356,0,0
357,0,0
358,0,0
359,0,0
360,0,0
361,0,0
362,0,0
363,0,0
365,0,0
366,0,0
367,0,0
371,0,0
372,0,0
373,0,0
374,0,0
375,0,0
376,0,0
377,0,0
379,0,0
381,0,0
383,0,0
385,0,0
386,0,0
387,0,0
388,0,0
389,0,0
390,0,0
392,0,0
393,0,0
395,0,0
397,0,0
398,0,0
400,0,0
401,0,0
402,0,0
404,0,0
406,0,0
407,0,0
408,0,0
410,0,0
411,0,0
412,0,0
413,0,0
414,0,0
415,0,0
417,0,0
418,0,0
419,0,0
420,0,0
421,0,0
424,0,0
425,0,0
426,0,0
427,0,0
428,0,0
429,0,0
430,0,0
431,0,0
432,0,0
433,0,0
434,0,0
435,0,0
436,0,0
437,0,0
438,0,0
439,0,0
440,0,0
441,0,0
442,0,0
443,0,0
445,0,0
446,0,0
447,0,0
448,0,0
450,0,0
451,0,0
452,0,0
453,0,0
455,0,0
457,0,0
458,0,0
459,0,0
460,0,0
461,0,0
462,0,0
463,0,0
464,0,0
465,0,0
466,0,0
467,0,0
468,0,0
469,0,0
470,0,0
471,0,0
473,0,0
474,0,0
475,0,0
477,0,0
478,0,0
480,0,0
483,0,0
484,0,0
487,0,0
488,0,0
493,0,0
494,0,0
496,0,0
500,0,0
501,0,0
503,0,0
505,0,0
506,0,0
507,0,0
508,0,0
509,0,0
510,0,0
513,0,0
514,0,0
515,0,0
516,0,0
517,0,0
522,0,0
523,0,0
524,0,0
527,0,0
528,0,0
532,0,0
534,0,0
535,0,0
536,0,0
538,0,0
539,0,0
540,0,0
541,0,0
542,0,0
543,0,0
544,0,0
546,0,0
547,0,0
548,0,0
550,0,0
551,0,0
553,0,0
554,0,0
556,0,0
557,0,0
558,0,0
559,0,0
561,0,0
563,0,0
565,0,0
566,0,0
567,0,0
568,0,0
569,0,0
570,0,0
571,0,0
572,0,0
573,0,0
574,0,0
575,0,0
576,0,0
577,0,0
578,0,0
579,0,0
581,0,0
582,0,0
584,0,0
586,0,0
587,0,0
588,0,0
589,0,0
590,0,0
592,0,0
594,0,0
595,0,0
596,0,0
598,0,0
599,0,0
600,0,0
601,0,0
602,0,0
603,0,0
604,0,0
606,0,0
607,0,0
608,0,0
609,0,0
610,0,0
611,0,0
613,0,0
614,0,0
615,0,0
616,0,0
617,0,0
618,0,0
619,0,0
621,0,0
623,0,0
624,0,0
625,0,0
627,0,0
628,0,0
629,0,0
630,0,0
