Iteration,Fitness,Paths
0,-1,0
1,-1,0
2,-1,0
3,6.90101,5
5,6.79107,5
6,6.61301,5
7,6.66974,5
8,6.76382,5
9,6.76293,5
10,6.79033,5
11,7.117,5
12,7.17256,5
13,7.14822,5
14,7.05847,5
15,7.11742,5
16,6.89264,5
19,6.94991,5
20,6.79365,5
22,7.01843,5
23,6.79365,5
24,6.78438,5
25,6.79365,5
26,6.78438,5
27,6.80283,5
29,6.75559,5
30,6.7465,5
31,6.71005,5
32,6.7465,5
33,6.73712,5
35,6.72006,5
36,6.83661,5
37,6.8175,5
38,6.9572,5
41,6.83763,5
45,7.01675,5
46,7.0052,5
47,6.80155,5
48,6.84124,5
49,6.90668,5
51,6.71489,5
52,6.68847,5
53,6.94053,5
54,6.19588,5
56,6.10843,5
57,6.05769,5
59,6.90668,5
61,6.90019,5
62,6.8831,5
63,6.88959,5
64,6.89567,5
66,6.88959,5
68,6.73982,5
69,7.18493,5
71,7.20598,5
73,7.22503,5
74,7.43932,5
76,7.45641,5
78,7.1917,5
79,6.78385,5
80,7.14871,5
81,7.12227,5
83,6.7618,5
85,7.02227,5
86,7.13113,5
87,7.06447,5
88,6.29976,5
89,6.3257,5
91,6.1895,5
93,6.18558,5
94,6.37788,5
96,6.63414,5
97,7.14518,5
98,6.96713,5
101,6.97591,5
103,7.55117,5
105,7.54239,5
109,7.24066,5
111,7.61101,5
113,7.61101,5
114,7.57014,5
115,6.92308,5
117,6.82468,5
119,6.91137,5
121,6.91381,5
123,6.8146,5
131,6.95854,5
132,7.14269,5
134,7.04426,5
137,6.97119,5
139,7.03093,5
140,6.78227,5
141,6.79498,5
142,6.77005,5
143,6.84305,5
144,6.81836,5
146,6.92453,5
148,7.10231,5
149,7.09312,5
150,6.81974,5
151,6.87448,5
152,6.85704,5
153,6.80268,5
154,7.18806,5
155,7.21752,5
156,7.13904,5
157,6.63904,5
158,6.79198,5
160,6.65802,5
162,6.75875,5
163,6.57548,5
164,6.23115,5
165,6.46353,5
166,6.19139,5
167,6.45708,5
168,6.70253,5
169,6.56521,5
170,6.74054,5
171,6.45387,5
172,6.5569,5
173,6.97687,5
174,6.94498,5
175,6.93885,5
176,6.27345,5
177,6.19203,5
178,6.15093,5
179,6.19052,5
180,6.93457,5
181,6.94931,5
182,6.90843,5
183,7.06394,5
185,6.97556,5
186,6.33631,5
187,6.16568,5
190,6.17341,5
191,6.25518,5
192,6.355,5
193,6.45574,5
194,6.35181,5
195,6.85252,5
