Iteration,Fitness,Paths
0,-14,0
1,-10,0
2,-8,0
3,-6,0
4,-3,0
5,-2,0
6,-1,0
7,7.72636,6
8,8.14303,6
9,8.64303,6
10,9.02729,6
11,9.10742,6
12,9.30229,6
13,9.40229,6
0,-30,0
1,-25,0
2,-22,0
3,-20,0
4,-18,0
5,-16,0
6,-14,0
7,-13,0
8,-12,0
9,-11,0
10,-9,0
11,-7,0
