Iteration,Fitness,Paths
0,-8,0
1,-8,0
2,-8,0
3,-8,0
4,-8,0
5,-7,0
6,-7,0
7,-7,0
8,-6,0
9,-5,0
10,-6,0
12,-7,0
13,-7,0
14,-7,0
15,-5,0
16,-5,0
17,-5,0
18,-4,0
20,-4,0
21,-5,0
23,-5,0
24,-5,0
25,-5,0
27,-5,0
29,-5,0
31,-4,0
32,-4,0
33,-5,0
34,-6,0
36,-7,0
37,-7,0
38,-7,0
39,-6,0
40,-6,0
41,-6,0
42,-6,0
45,-6,0
48,-6,0
49,-7,0
51,-6,0
52,-6,0
53,-5,0
54,-5,0
55,-5,0
56,-5,0
57,-4,0
58,-3,0
59,-3,0
60,-3,0
61,-2,0
62,-1,0
64,-2,0
65,-3,0
66,-2,0
67,-2,0
69,-3,0
70,-3,0
72,-3,0
73,-3,0
74,-2,0
75,-2,0
76,-1,0
78,-1,0
81,-1,0
82,-1,0
84,-1,0
85,-1,0
87,-1,0
88,-1,0
89,-2,0
90,-3,0
91,-3,0
92,-4,0
93,-3,0
94,-2,0
95,-2,0
96,-2,0
97,-2,0
98,-3,0
101,-4,0
102,-4,0
104,-4,0
105,-3,0
106,-3,0
107,-3,0
108,-2,0
109,-1,0
110,-2,0
111,-1,0
113,-2,0
114,-2,0
116,-3,0
117,-3,0
118,-3,0
119,-3,0
120,-3,0
121,-4,0
122,-3,0
123,-3,0
124,-5,0
125,-4,0
128,-4,0
129,-5,0
130,-5,0
131,-3,0
132,-3,0
133,-2,0
134,-3,0
135,-3,0
137,-2,0
138,-2,0
141,-2,0
143,-1,0
144,10.8081,8
146,10.75,8
148,10.5432,8
150,10.5813,8
151,10.9091,8
152,10.9709,8
154,10.8377,8
157,10.8239,8
161,10.386,8
162,10.4809,8
164,10.7845,8
165,11.0021,8
166,10.9799,8
168,9.89887,8
169,9.93989,8
170,9.68471,8
171,9.82653,8
172,9.75837,8
173,9.83,8
175,9.65175,8
177,9.65465,8
178,9.72229,8
181,9.95681,8
183,9.95186,8
184,9.71733,8
185,9.93225,8
186,9.97491,8
187,10.221,8
188,10.2566,8
190,10.4862,8
192,10.9125,8
194,10.9414,8
195,10.6024,8
196,10.6173,8
198,10.7987,8
202,11.5462,8
203,11.8469,8
205,11.6267,8
207,11.7933,8
209,11.0624,8
211,11.7903,8
213,11.8269,8
214,11.7377,8
215,11.9281,8
220,11.5947,8
222,11.5529,8
229,11.4228,8
232,11.106,8
234,11.0368,8
235,11.1552,8
236,11.2354,8
240,11.6324,8
242,10.9192,8
248,10.9499,8
249,11.3365,8
250,11.3069,8
254,11.1219,8
258,11.2955,8
261,11.4012,8
262,11.2557,8
265,10.5695,8
266,10.3938,8
270,10.7512,8
272,10.7529,8
273,11.0686,8
274,10.9327,8
275,11.1789,8
276,11.1087,8
278,11.2123,8
281,11.1587,8
285,11.1306,8
286,11.0797,8
287,11.4143,8
288,11.3643,8
289,11.0783,8
290,11.3643,8
291,11.269,8
293,11.1842,8
294,11.1733,8
295,10.9707,8
301,10.6177,8
303,10.6255,8
308,10.7045,8
311,10.7333,8
312,11.2473,8
317,10.9139,8
318,10.7771,8
319,10.7772,8
320,10.6886,8
322,11.0219,8
323,10.8804,8
324,11.2931,8
327,11.316,8
331,11.7398,8
332,11.32,8
333,11.4203,8
334,10.9386,8
335,10.8977,8
337,10.8798,8
338,11.1098,8
339,10.9694,8
340,10.8892,8
341,10.9511,8
342,11.11,8
344,10.9915,8
347,11.1848,8
348,11.3565,8
349,11.8503,8
351,11.6117,8
352,11.1028,8
356,11.2511,8
358,11.3507,8
359,11.3403,8
360,11.4403,8
361,10.9201,8
362,11.1625,8
365,11.1298,8
366,11.1625,8
367,11.4266,8
368,11.2321,8
369,11.1885,8
370,11.2047,8
371,11.2465,8
372,10.8124,8
373,11.3124,8
374,11.0737,8
381,11.0809,8
383,11.4004,8
384,11.2542,8
386,11.3075,8
395,11.1604,8
397,11.0215,8
398,10.8324,8
400,11.3324,8
402,11.6252,8
403,11.9272,8
404,11.5684,8
405,11.8262,8
406,11.2933,8
407,11.3767,8
408,11.0233,8
409,11.0164,8
410,11.6266,8
413,11.42,8
423,11.3096,8
426,11.2921,8
427,11.4615,8
429,11.3038,8
431,11.3238,8
433,11.6344,8
434,11.7577,8
436,11.5155,8
437,11.4155,8
443,11.5155,8
447,11.5694,8
451,11.5958,8
455,12.1139,8
472,11.9763,8
477,11.6247,8
478,11.6377,8
484,11.6379,8
485,11.5993,8
486,11.5279,8
487,12.1942,8
495,12.2927,8
496,12.4804,8
497,11.9804,8
498,12.4375,8
499,12.4081,8
502,12.3667,8
515,12.0868,8
518,12.0868,8
524,12.0098,8
525,11.9992,8
529,12.0027,8
530,11.9992,8
531,12.1103,8
534,12.0392,8
537,12.0215,8
538,12.0215,8
542,12.2881,8
550,12.2728,8
552,12.2728,8
557,12.1574,8
567,12.2728,8
572,12.5659,8
583,12.5318,8
590,12.387,8
591,12.691,8
594,12.838,8
599,12.8519,8
606,12.8437,8
619,12.8519,8
641,12.9369,8
664,12.8813,8
675,13.2146,8
689,13.1852,8
691,13.2146,8
699,13.2702,8
731,13.33,8
736,13.3162,8
741,13.5884,8
751,13.5884,8
753,13.5286,8
796,13.5424,8
802,13.5286,8
816,13.5286,8
834,13.5884,8
915,13.6023,8
956,13.6023,8
